Global_apparent_power,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.426,1.32,0.106,238.16,5.6,0,0,17
1.422,1.316,0.106,237.99,5.4,0,0,18
1.422,1.316,0.106,238.04,5.4,0,0,17
1.42,1.314,0.106,237.88,5.4,0,0,17
1.506,1.36,0.146,237.73,5.8,0,0,18
1.584,1.382,0.202,237.31,5.8,0,0,17
1.578,1.378,0.2,236.81,5.8,0,0,17
1.584,1.382,0.202,237.39,5.8,0,0,17
1.582,1.38,0.202,237.29,5.8,0,0,18
1.606,1.396,0.21,239,5.8,0,0,17
1.612,1.398,0.214,239.45,5.8,0,0,18
1.608,1.394,0.214,239.32,5.8,0,0,17
1.608,1.394,0.214,239.45,5.8,0,0,18
1.402,1.308,0.094,238.99,5.4,0,0,17
1.378,1.298,0.08,239.01,5.4,0,0,18
1.368,1.29,0.078,238.38,5.4,0,0,17
1.374,1.294,0.08,238.69,5.4,0,0,18
1.372,1.294,0.078,238.72,5.4,0,0,17
1.376,1.296,0.08,239.13,5.4,0,0,18
1.262,1.262,0,238.77,5.2,0,0,17
1.224,1.224,0,238.46,5,0,0,17
1.232,1.232,0,239.23,5,0,0,18
1.236,1.236,0,239.66,5.2,0,0,18
1.23,1.23,0,239.11,5,0,0,17
1.228,1.228,0,238.9,5,0,0,18
1.23,1.23,0,239.04,5,0,0,17
1.226,1.226,0,238.64,5,0,0,17
1.226,1.226,0,238.6,5,0,0,18
1.224,1.224,0,238.55,5,0,0,17
1.222,1.222,0,238.27,5,0,0,18
1.226,1.226,0,238.59,5,0,0,17
1.234,1.234,0,239.51,5.2,0,0,18
1.224,1.224,0,238.53,5,0,0,17
1.234,1.234,0,239.51,5.2,0,0,18
1.23,1.23,0,239.13,5,0,0,17
1.226,1.226,0,238.6,5,0,0,18
1.23,1.23,0,239.13,5,0,0,17
1.218,1.218,0,237.85,5,0,0,18
1.218,1.218,0,237.8,5,0,0,17
1.22,1.22,0,237.94,5,0,0,17
1.378,1.31,0.068,238.42,5.4,0,0,18
1.428,1.324,0.104,237.68,5.6,0,0,17
1.436,1.33,0.106,238.51,5.6,0,0,17
1.434,1.328,0.106,238.46,5.6,0,0,18
1.432,1.326,0.106,238.38,5.6,0,0,17
1.548,1.446,0.102,237.72,6,0,0,17
1.42,1.316,0.104,237.72,5.4,0,0,18
1.442,1.338,0.104,238.05,5.6,0,0,17
1.432,1.33,0.102,237.7,5.6,0,0,17
1.424,1.322,0.102,237.41,5.6,0,0,18
1.596,1.398,0.198,236.36,6,0,0,17
1.62,1.4,0.22,237.19,6,0,1,17
1.782,1.48,0.302,236.99,6.4,0,2,17
1.794,1.474,0.32,237.53,6.2,0,1,18
1.798,1.476,0.322,237.66,6.2,0,1,17
1.806,1.482,0.324,238.18,6.4,0,2,17
1.804,1.478,0.326,238.15,6.2,0,1,18
1.8,1.476,0.324,238.05,6.2,0,2,17
1.786,1.466,0.32,237.36,6.2,0,1,17
1.77,1.458,0.312,237.77,6.2,0,2,18
1.558,1.366,0.192,237.25,5.8,0,1,17
1.574,1.378,0.196,238.14,5.8,0,1,17
1.564,1.37,0.194,237.6,5.8,0,2,17
1.562,1.368,0.194,237.71,5.8,0,1,18
1.56,1.366,0.194,237.76,5.8,0,1,17
1.548,1.356,0.192,237.14,5.8,0,2,17
1.52,1.35,0.17,237.78,5.6,0,1,18
1.408,1.312,0.096,238.86,5.4,0,1,17
1.276,1.276,0,239.57,5.2,0,1,18
1.234,1.234,0,239.42,5.2,0,0,17
1.238,1.238,0,239.27,5.2,0,0,18
1.24,1.24,0,239.49,5.2,0,0,17
1.244,1.244,0,239.8,5.2,0,0,18
1.232,1.232,0,239.9,5,0,0,18
1.186,1.186,0,240.25,4.8,0,0,17
1.186,1.186,0,240.2,4.8,0,0,18
1.178,1.178,0,239.52,4.8,0,0,17
1.188,1.188,0,240.14,4.8,0,0,18
1.184,1.184,0,239.99,4.8,0,0,18
1.188,1.188,0,240.26,4.8,0,0,17
1.192,1.192,0,240.88,4.8,0,0,18
1.19,1.19,0,240.7,4.8,0,0,18
1.192,1.192,0,240.42,4.8,0,0,18
1.234,1.234,0,240.39,5,0,0,17
1.222,1.222,0,239.62,5,0,0,18
1.212,1.212,0,238.79,5,0,0,17
1.222,1.222,0,239.96,5,0,0,18
1.432,1.34,0.092,239.75,5.6,0,0,18
1.42,1.328,0.092,239.78,5.4,0,0,17
1.42,1.32,0.1,239.99,5.4,0,0,18
1.422,1.32,0.102,240.19,5.4,0,0,17
1.412,1.312,0.1,239.73,5.4,0,0,18
1.418,1.316,0.102,240.18,5.4,0,0,18
1.41,1.31,0.1,239.79,5.4,0,0,17
1.4,1.302,0.098,239.2,5.4,0,0,18
1.49,1.392,0.098,239.56,5.8,0,0,17
1.646,1.478,0.168,239.44,6.2,0,0,18
1.684,1.484,0.2,239.64,6.2,0,0,18
1.69,1.488,0.202,239.9,6.2,0,0,17
1.702,1.496,0.206,240.8,6.2,0,0,18
1.688,1.486,0.202,240.09,6.2,0,0,18
1.698,1.49,0.208,240.74,6.2,0,0,17
1.628,1.426,0.202,239.64,6,0,0,18
1.59,1.382,0.208,239.86,5.8,0,0,18
1.566,1.362,0.204,238.33,5.6,0,0,17
1.574,1.368,0.206,238.95,5.8,0,0,17
1.504,1.336,0.168,238.61,5.6,0,0,18
1.356,1.278,0.078,239.35,5.2,0,0,17
1.346,1.27,0.076,238.64,5.2,0,0,18
1.358,1.28,0.078,239.6,5.2,0,0,17
1.356,1.278,0.078,239.49,5.2,0,0,18
1.316,1.266,0.05,240.3,5.2,0,0,18
1.202,1.202,0,238.6,5,0,0,17
1.218,1.218,0,240.25,5,0,0,18
1.226,1.226,0,241.01,5,0,0,18
1.226,1.226,0,241.14,5,0,0,17
1.222,1.222,0,240.78,5,0,0,18
1.22,1.22,0,240.77,5,0,0,18
1.216,1.216,0,240.33,5,0,0,18
1.214,1.214,0,240.01,5,0,0,17
1.206,1.206,0,239.1,5,0,0,18
1.212,1.212,0,239.8,5,0,0,17
1.21,1.21,0,239.6,5,0,0,18
1.214,1.214,0,240.08,5,0,0,17
1.206,1.206,0,239.29,5,0,0,18
1.218,1.218,0,240.34,5,0,0,18
1.218,1.218,0,240.38,5,0,0,17
1.222,1.222,0,240.76,5,0,0,18
1.216,1.216,0,240.24,5,0,0,18
1.222,1.222,0,240.72,5,0,0,18
1.214,1.214,0,239.84,5,0,0,17
1.222,1.222,0,240.7,5,0,0,18
1.214,1.214,0,240.06,5,0,0,18
1.22,1.22,0,240.63,5,0,0,17
1.282,1.282,0,240.59,5.2,0,0,18
1.448,1.334,0.114,241.06,5.4,0,0,18
1.44,1.328,0.112,240.74,5.4,0,0,17
1.424,1.316,0.108,239.95,5.4,0,0,18
1.412,1.308,0.104,239.23,5.4,0,0,18
1.418,1.312,0.106,239.85,5.4,0,0,17
1.418,1.31,0.108,239.91,5.4,0,0,18
1.418,1.31,0.108,240.02,5.4,0,0,18
1.554,1.368,0.186,238.59,5.8,0,0,17
1.6,1.374,0.226,238.57,5.8,0,1,17
1.606,1.374,0.232,239.3,5.8,0,2,18
1.754,1.446,0.308,239.07,6.2,0,1,17
1.77,1.442,0.328,238.52,6.2,0,1,18
1.772,1.444,0.328,238.53,6.2,0,2,17
1.77,1.442,0.328,238.57,6.2,0,1,18
1.778,1.446,0.332,239.17,6.2,0,2,17
1.772,1.442,0.33,239.04,6.2,0,1,18
1.764,1.436,0.328,238.63,6,0,2,17
1.76,1.432,0.328,238.57,6,0,1,18
1.762,1.432,0.33,238.86,6,0,1,17
1.688,1.404,0.284,239.48,6,0,2,18
1.534,1.336,0.198,238.58,5.6,0,1,17
1.526,1.33,0.196,238.17,5.6,0,2,17
1.532,1.334,0.198,238.76,5.6,0,1,18
1.544,1.342,0.202,239.54,5.6,0,1,17
1.542,1.34,0.202,239.51,5.6,0,1,18
1.304,1.244,0.06,239.24,5.2,0,1,18
1.196,1.196,0,239.4,5,0,0,17
1.2,1.2,0,239.93,5,0,0,18
1.198,1.198,0,239.64,5,0,0,17
1.196,1.196,0,239.42,5,0,0,18
1.188,1.188,0,238.56,5,0,0,17
1.198,1.198,0,239.64,5,0,0,18
1.2,1.2,0,239.79,5,0,0,17
1.196,1.196,0,239.43,5,0,0,18
1.194,1.194,0,239.18,5,0,0,18
1.196,1.196,0,239.51,5,0,0,17
1.194,1.194,0,239.27,5,0,0,18
1.19,1.19,0,238.84,5,0,0,17
1.184,1.184,0,238.11,5,0,0,17
1.18,1.18,0,237.62,4.8,0,0,18
1.192,1.192,0,239.02,5,0,0,17
1.194,1.194,0,239.21,5,0,0,18
1.196,1.196,0,239.47,5,0,0,17
0.988,0.988,0,239.41,4.4,0,0,15
0.14,0.14,0,240,0.6,0,0,0
0.14,0.14,0,240,0.6,0,0,0
0.158,0.158,0,240.09,0.8,0,0,0
0.38,0.252,0.128,240.66,1.2,0,0,0
0.376,0.25,0.126,239.73,1.2,0,0,0
0.372,0.246,0.126,240.09,1.2,0,0,0
0.374,0.246,0.128,240.62,1.2,0,0,0
0.378,0.246,0.132,241.4,1.2,0,0,0
0.374,0.244,0.13,240.84,1.2,0,0,0
0.37,0.242,0.128,240.56,1.2,0,0,0
0.37,0.242,0.128,240.37,1.2,0,0,0
0.37,0.24,0.13,241,1.2,0,0,0
0.368,0.24,0.128,240.6,1.2,0,0,0
0.364,0.238,0.126,239.96,1.2,0,0,0
0.4,0.26,0.14,240.68,1.4,0,0,0
0.542,0.314,0.228,240.2,1.6,0,0,0
0.544,0.314,0.23,240.55,1.6,0,0,0
0.538,0.312,0.226,239.71,1.6,0,0,0
0.538,0.312,0.226,239.86,1.6,0,0,0
0.538,0.31,0.228,240.55,1.6,0,0,0
0.536,0.308,0.228,240.39,1.6,0,0,0
0.532,0.306,0.226,240.17,1.6,0,0,0
0.548,0.322,0.226,240.18,1.6,0,0,0
0.538,0.31,0.228,240.35,1.6,0,0,0
0.536,0.318,0.218,240.72,1.6,0,0,0
0.538,0.318,0.22,241.13,1.6,0,0,0
0.536,0.316,0.22,240.93,1.6,0,0,0
0.544,0.318,0.226,242.27,1.6,0,0,0
0.538,0.318,0.22,241.54,1.6,0,0,0
0.322,0.236,0.086,241.61,1,0,0,0
0.314,0.236,0.078,240.8,1,0,0,0
0.322,0.234,0.088,240.77,1,0,0,0
0.33,0.234,0.096,240.87,1,0,0,0
0.334,0.236,0.098,241.31,1,0,0,0
0.334,0.236,0.098,241.12,1,0,0,0
0.33,0.234,0.096,240.32,1,0,0,0
0.33,0.234,0.096,240.44,1,0,0,0
0.33,0.234,0.096,240.4,1,0,0,0
0.292,0.218,0.074,240.34,1,0,0,0
0.164,0.164,0,239.86,0.8,0,0,0
0.166,0.166,0,240.93,0.8,0,0,0
0.166,0.166,0,240.6,0.8,0,0,0
0.164,0.164,0,240.01,0.8,0,0,0
0.164,0.164,0,240.12,0.8,0,0,0
0.164,0.164,0,240.14,0.8,0,0,0
0.166,0.166,0,240.08,0.8,0,0,0
0.166,0.166,0,240.64,0.8,0,0,0
0.166,0.166,0,240.84,0.8,0,0,0
0.168,0.168,0,242.21,0.8,0,0,0
0.166,0.166,0,241.65,0.8,0,0,0
0.168,0.168,0,242.08,0.8,0,0,0
0.166,0.166,0,241.41,0.8,0,0,0
0.166,0.166,0,241.46,0.8,0,0,0
0.192,0.192,0,241.2,1,0,0,0
0.402,0.276,0.126,240.89,1.2,0,0,0
0.402,0.274,0.128,241.48,1.2,0,0,0
0.488,0.318,0.17,240.22,1.6,0,0,0
0.602,0.354,0.248,240.53,1.8,0,1,0
0.598,0.352,0.246,240.26,1.8,0,2,0
0.6,0.352,0.248,240.62,1.8,0,1,0
0.6,0.352,0.248,240.56,1.8,0,1,0
0.602,0.352,0.25,240.77,1.8,0,2,0
0.6,0.35,0.25,241.07,1.8,0,1,0
0.6,0.35,0.25,241.16,1.8,0,2,0
0.598,0.348,0.25,241.1,1.8,0,1,0
0.598,0.348,0.25,241,1.8,0,2,0
0.596,0.346,0.25,241.1,1.8,0,1,0
0.592,0.344,0.248,240.68,1.8,0,1,0
0.592,0.344,0.248,240.61,1.8,0,2,0
0.59,0.342,0.248,240.81,1.8,0,1,0
0.588,0.34,0.248,240.58,1.6,0,2,0
0.706,0.4,0.306,240.86,2.2,0,1,0
0.762,0.414,0.348,240.4,2.2,0,1,0
0.762,0.414,0.348,240.38,2.2,0,1,0
0.598,0.346,0.252,240.82,1.8,0,1,0
0.338,0.242,0.096,240.43,1,0,0,0
0.336,0.24,0.096,240.19,1,0,0,0
0.332,0.238,0.094,239.81,1,0,0,0
0.338,0.242,0.096,240.7,1,0,0,0
0.33,0.236,0.094,240.14,1,0,0,0
0.332,0.238,0.094,240.36,1,0,0,0
0.328,0.234,0.094,240.05,1,0,0,0
0.746,0.466,0.28,240.14,2.2,0,0,0
0.766,0.482,0.284,240.16,2.2,0,0,0
0.77,0.494,0.276,239.92,2.4,0,0,0
0.806,0.538,0.268,239.85,2.4,0,0,0
0.794,0.532,0.262,239.2,2.4,0,0,0
0.88,0.584,0.296,240.04,3,0,0,0
2.542,2.044,0.498,238.13,9,0,0,0
2.234,1.87,0.364,238.36,8.2,0,0,0
1.166,0.968,0.198,239.31,5.4,0,0,0
0.394,0.302,0.092,240.22,1.4,0,0,0
0.396,0.304,0.092,240.38,1.4,0,0,0
0.25,0.25,0,240.27,1.2,0,0,0
0.232,0.232,0,239.82,1,0,0,0
0.232,0.232,0,240.1,1,0,0,0
0.234,0.234,0,239.83,1,0,0,0
0.234,0.234,0,240.24,1,0,0,0
0.562,0.504,0.058,239.26,3.4,0,0,0
1.952,1.742,0.21,237.83,7.6,0,0,0
0.482,0.406,0.076,240.12,2.4,0,0,0
0.46,0.338,0.122,240.42,1.6,0,0,0
0.458,0.338,0.12,239.91,1.6,0,0,0
0.452,0.334,0.118,239.64,1.6,0,0,0
0.454,0.332,0.122,240.26,1.6,0,0,0
0.454,0.332,0.122,240.2,1.6,0,0,0
0.452,0.33,0.122,240.51,1.6,0,0,0
0.454,0.33,0.124,240.71,1.6,0,0,0
0.454,0.326,0.128,241.3,1.4,0,0,0
0.454,0.326,0.128,241.57,1.4,0,0,0
0.452,0.326,0.126,240.86,1.4,0,0,0
0.45,0.328,0.122,240.36,1.4,0,0,0
0.454,0.328,0.126,240.9,1.4,0,0,0
0.448,0.326,0.122,240.04,1.4,0,0,0
0.448,0.328,0.12,239.66,1.6,0,0,0
0.452,0.33,0.122,240.37,1.6,0,0,0
0.452,0.33,0.122,240.16,1.6,0,0,0
0.452,0.33,0.122,240.23,1.6,0,0,0
0.452,0.326,0.126,240.89,1.4,0,0,0
0.45,0.324,0.126,240.79,1.4,0,0,0
0.454,0.328,0.126,241.02,1.6,0,0,0
0.246,0.246,0,240.59,1.2,0,0,0
0.24,0.24,0,240.41,1.2,0,0,0
0.428,0.334,0.094,240.83,1.6,0,0,0
0.408,0.316,0.092,240.29,1.4,0,0,0
0.41,0.316,0.094,240.98,1.4,0,0,0
0.406,0.312,0.094,240.92,1.4,0,0,0
0.344,0.244,0.1,241.38,1,0,0,0
0.34,0.24,0.1,241.44,1,0,0,0
0.34,0.238,0.102,241.72,1,0,0,0
0.338,0.238,0.1,241.37,1,0,0,0
0.336,0.236,0.1,241.47,1,0,0,0
0.338,0.236,0.102,241.8,1,0,0,0
0.334,0.234,0.1,241.3,1,0,0,0
0.34,0.236,0.104,242.34,1,0,0,0
0.334,0.234,0.1,241.35,1,0,0,0
0.34,0.236,0.104,242.35,1,0,0,0
0.34,0.236,0.104,242.3,1,0,0,0
0.338,0.234,0.104,242.17,1,0,0,0
0.18,0.18,0,242.23,0.8,0,0,0
0.166,0.166,0,242.28,0.8,0,0,0
0.168,0.168,0,242.28,0.8,0,0,0
0.166,0.166,0,241.4,0.8,0,0,0
0.168,0.168,0,242.12,0.8,0,0,0
0.166,0.166,0,241.61,0.8,0,0,0
0.164,0.164,0,240.77,0.8,0,0,0
0.164,0.164,0,240.7,0.8,0,0,0
0.322,0.244,0.078,239.97,1.2,0,0,0
0.396,0.272,0.124,239.45,1.2,0,0,0
0.448,0.3,0.148,240.19,1.6,0,0,0
0.6,0.354,0.246,239.93,1.8,0,1,0
0.6,0.352,0.248,240.03,1.8,0,2,0
0.592,0.35,0.242,239.08,1.8,0,1,0
0.596,0.35,0.246,239.81,1.8,0,1,0
0.616,0.354,0.262,242.78,1.8,0,2,0
0.61,0.352,0.258,242.2,1.8,0,1,0
0.61,0.35,0.26,242.41,1.8,0,2,0
0.612,0.35,0.262,242.73,1.8,0,1,0
0.606,0.348,0.258,242.41,1.8,0,2,0
0.602,0.346,0.256,242.06,1.8,0,1,0
0.598,0.344,0.254,241.76,1.8,0,1,0
0.596,0.344,0.252,241.33,1.8,0,2,0
0.592,0.342,0.25,240.87,1.8,0,1,0
0.59,0.34,0.25,240.9,1.8,0,2,0
0.592,0.34,0.252,241.18,1.6,0,1,0
0.59,0.338,0.252,241.58,1.6,0,1,0
0.592,0.336,0.256,241.98,1.6,0,2,0
0.544,0.318,0.226,241.72,1.6,0,1,0
0.164,0.164,0,241.87,0.8,0,0,0
0.164,0.164,0,242.01,0.8,0,0,0
0.164,0.164,0,241.96,0.8,0,0,0
0.164,0.164,0,241.55,0.8,0,0,0
0.354,0.256,0.098,241.67,1.2,0,0,0
0.342,0.242,0.1,241.36,1,0,0,0
0.342,0.242,0.1,241.58,1,0,0,0
0.342,0.242,0.1,241.33,1,0,0,0
0.34,0.24,0.1,241.63,1,0,0,0
0.336,0.236,0.1,241.13,1,0,0,0
0.332,0.234,0.098,240.43,1,0,0,0
0.33,0.234,0.096,240.52,1,0,0,0
0.326,0.232,0.094,239.88,1,0,0,0
0.33,0.232,0.098,240.62,1,0,0,0
0.332,0.232,0.1,241.43,1,0,0,0
0.332,0.232,0.1,241.42,1,0,0,0
0.332,0.232,0.1,241.2,1,0,0,0
0.332,0.232,0.1,241.26,1,0,0,0
0.332,0.232,0.1,241.64,1,0,0,0
0.182,0.182,0,241.81,0.8,0,0,0
0.162,0.162,0,241.64,0.6,0,0,0
0.162,0.162,0,241.5,0.6,0,0,0
0.164,0.164,0,241.96,0.8,0,0,0
0.164,0.164,0,242.25,0.8,0,0,0
0.164,0.164,0,242.37,0.8,0,0,0
0.198,0.198,0,242,1,0,0,0
0.404,0.274,0.13,241.62,1.2,0,0,0
0.404,0.272,0.132,241.76,1.2,0,0,0
0.402,0.27,0.132,241.79,1.2,0,0,0
0.398,0.268,0.13,241.55,1.2,0,0,0
0.394,0.266,0.128,240.77,1.2,0,0,0
0.394,0.264,0.13,241.35,1.2,0,0,0
0.396,0.264,0.132,241.85,1.2,0,0,0
0.394,0.262,0.132,241.72,1.2,0,0,0
0.396,0.262,0.134,241.97,1.2,0,0,0
0.394,0.26,0.134,241.92,1.2,0,0,0
0.394,0.26,0.134,242.1,1.2,0,0,0
0.394,0.26,0.134,242.15,1.2,0,0,0
0.394,0.26,0.134,242.04,1.2,0,0,0
0.392,0.258,0.134,241.99,1.2,0,0,0
0.388,0.258,0.13,241.26,1.2,0,0,0
0.39,0.258,0.132,241.73,1.2,0,0,0
0.384,0.256,0.128,241.04,1.2,0,0,0
0.386,0.256,0.13,241.35,1.2,0,0,0
0.386,0.256,0.13,241.06,1.2,0,0,0
0.382,0.254,0.128,240.76,1.2,0,0,0
0.168,0.168,0,241.12,0.8,0,0,0
0.162,0.162,0,241.32,0.6,0,0,0
0.162,0.162,0,241.6,0.6,0,0,0
0.162,0.162,0,241.29,0.6,0,0,0
0.162,0.162,0,242.14,0.6,0,0,0
0.162,0.162,0,241.84,0.6,0,0,0
0.212,0.212,0,241.4,1,0,0,0
0.342,0.24,0.102,241.47,1,0,0,0
0.34,0.24,0.1,241.41,1,0,0,0
0.344,0.242,0.102,241.45,1,0,0,0
0.344,0.24,0.104,242.21,1,0,0,0
0.342,0.238,0.104,242.06,1,0,0,0
0.338,0.236,0.102,241.65,1,0,0,0
0.336,0.234,0.102,241.51,1,0,0,0
0.338,0.234,0.104,242.1,1,0,0,0
0.336,0.234,0.102,241.75,1,0,0,0
0.334,0.232,0.102,241.47,1,0,0,0
0.334,0.232,0.102,241.41,1,0,0,0
0.334,0.232,0.102,241.43,1,0,0,0
0.332,0.23,0.102,241.59,1,0,0,0
0.332,0.23,0.102,241.41,1,0,0,0
0.186,0.186,0,241.33,0.8,0,0,0
0.162,0.162,0,241.16,0.6,0,0,0
0.162,0.162,0,241.43,0.6,0,0,0
0.162,0.162,0,241.53,0.8,0,0,0
0.162,0.162,0,241.83,0.8,0,0,0
0.282,0.224,0.058,241.6,1.2,0,0,0
0.408,0.274,0.134,242.41,1.2,0,0,0
0.496,0.318,0.178,241.36,1.6,0,0,0
0.61,0.354,0.256,241.85,1.8,0,1,0
0.608,0.352,0.256,242.04,1.8,0,1,0
0.604,0.35,0.254,241.32,1.8,0,1,0
0.608,0.352,0.256,241.89,1.8,0,2,0
